Month,cpiyoy,cpiyoy1,cpiyoy2,govt_string,vaxfull,dvaxfull,dcovid,total_covid,new_cases,new_cases pm,new_deaths,new_deathspm,cci,cci1,cci2,cci3,cci4,cci5,cci6,cci7,cci8,cci_exp,cci_cur,ism_man,ism_non,ism_man_backlog,ism_non_backlog,ism_man_prices,ism_non_prices,ism_man_non_neworders,ism_non_neworders,ism_man_prod,ism_man_employ,ism_non_employ,ism_man_inv,dbear,debtceiling2011,dgulfwar1,dgulfwar2,dshut,dstock87,vaxdec2020,dcovxcci,dcovxcci6 ,dcovxcci7,dcovxism_man,dcovxism_non,dcovxndpm,dcovxncpm,cci7xndpm,cci6ndpm,cci8xndpm
1988M12,4.4,4.2,4.3,0,0,0,0,0,0,0,0,0,119.4,112.9,116.9,110.7,119.7,113.5,115.7,120.2,115.7,105.6,140.1,56,NA,NA,NA,69.8,NA,59,NA,57.6,54.8,NA,49.9,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,13814.58,13814.58
1989M01,4.5,4.4,4.2,0,0,0,0,0,0,0,0,0,115.8,119.4,112.9,116.9,110.7,119.7,113.5,115.7,120.2,104.1,133.4,54.7,NA,NA,NA,70.5,NA,57.3,NA,57.9,51.4,NA,46.7,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,13143.3,13919.16
1989M02,4.6,4.5,4.4,0,0,0,0,0,0,0,0,0,120.7,115.8,119.4,112.9,116.9,110.7,119.7,113.5,115.7,108.3,139.2,54.1,NA,NA,NA,67.9,NA,57.3,NA,55.6,50,NA,49,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,14447.79,13964.99
1989M03,4.9,4.6,4.5,0,0,0,0,0,0,0,0,0,117.4,120.7,115.8,119.4,112.9,116.9,110.7,119.7,113.5,104.9,136.2,51.5,NA,NA,NA,67.9,NA,52,NA,52.7,50.2,NA,48.3,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,12996.18,13324.9
1989M04,5,4.9,4.6,0,0,0,0,0,0,0,0,0,116.6,117.4,120.7,115.8,119.4,112.9,116.9,110.7,119.7,101.8,138.9,52.2,NA,NA,NA,65.4,NA,53.1,NA,54.9,50,NA,47.4,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,13630.54,13957.02
1989M05,5.3,5,4.9,0,0,0,0,0,0,0,0,0,116.7,116.6,117.4,120.7,115.8,119.4,112.9,116.9,110.7,103,137.2,49.3,NA,NA,NA,59.3,NA,50.7,NA,50.7,47.6,NA,44.9,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,13175.43,12918.69
1989M06,5.2,5.3,5,0,0,0,0,0,0,0,0,0,117.2,116.7,116.6,117.4,120.7,115.8,119.4,112.9,116.9,105.1,135.5,47.3,NA,NA,NA,50,NA,45.6,NA,49.5,47.4,NA,47.5,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,13993.68,13700.68
1989M07,5.1,5.2,5.3,0,0,0,0,0,0,0,0,0,120.4,117.2,116.7,116.6,117.4,120.7,115.8,119.4,112.9,106.6,141.1,45.9,NA,NA,NA,48.1,NA,45.8,NA,46.9,44.5,NA,46.2,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,13942.32,13593.16
1989M08,4.6,5.1,5.2,0,0,0,0,0,0,0,0,0,115.4,120.4,117.2,116.7,116.6,117.4,120.7,115.8,119.4,103.7,133,45.1,NA,NA,NA,43.3,NA,45.2,NA,46.7,44.6,NA,43.5,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,13928.78,13778.76
1989M09,4.4,4.6,5.1,0,0,0,0,0,0,0,0,0,116.3,115.4,120.4,117.2,116.7,116.6,117.4,120.7,115.8,106.1,131.7,46,NA,NA,NA,42.4,NA,46,NA,48,45.4,NA,44.8,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,13653.62,13467.54
1989M10,4.6,4.4,4.6,0,0,0,0,0,0,0,0,0,117,116.3,115.4,120.4,117.2,116.7,116.6,117.4,120.7,106.4,133,46.8,NA,NA,NA,41,NA,49.3,NA,48.5,45,NA,43.8,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,13642.2,14121.9
1989M11,4.7,4.6,4.4,0,0,0,0,0,0,0,0,0,115.1,117,116.3,115.4,120.4,117.2,116.7,116.6,117.4,103.7,132.3,46.8,NA,NA,NA,40.9,NA,49.3,NA,49.2,45.9,NA,41.4,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,13432.17,13512.74
1989M12,4.6,4.7,4.6,0,0,0,0,0,0,0,0,0,113,115.1,117,116.3,115.4,120.4,117.2,116.7,116.6,104.4,125.9,47.4,NA,NA,NA,41,NA,50.4,NA,49.7,44.6,NA,43.9,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,13243.6,13175.8
1990M01,5.2,4.6,4.7,0,0,0,0,0,0,0,0,0,106.5,113,115.1,117,116.3,115.4,120.4,117.2,116.7,97,120.7,47.2,NA,NA,NA,50.8,NA,49.1,NA,47.4,45.4,NA,42.7,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,12822.6,12428.55
1990M02,5.3,5.2,4.6,0,0,0,0,0,0,0,0,0,106.7,106.5,113,115.1,117,116.3,115.4,120.4,117.2,93.7,126.3,49.1,NA,NA,NA,44.6,NA,52.5,NA,52.8,46.5,NA,41.4,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,12313.18,12505.24
1990M03,5.2,5.3,5.2,0,0,0,0,0,0,0,0,0,110.6,106.7,106.5,113,115.1,117,116.3,115.4,120.4,101.9,123.7,49.9,NA,NA,NA,50.1,NA,52.3,NA,54.7,46.5,NA,41.2,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,12862.78,13316.24
1990M04,4.7,5.2,5.3,0,0,0,0,0,0,0,0,0,107.3,110.6,106.7,106.5,113,115.1,117,116.3,115.4,99.2,119.4,50,NA,NA,NA,50.9,NA,53.7,NA,53.5,46.6,NA,41.3,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,12554.1,12382.42
1990M05,4.4,4.7,5.2,0,0,0,0,0,0,0,0,0,107.3,107.3,110.6,106.7,106.5,113,115.1,117,116.3,100.3,117.8,49.5,NA,NA,NA,50.1,NA,51.7,NA,53.9,46.2,NA,40,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,12350.23,12478.99
1990M06,4.7,4.4,4.7,0,0,0,0,0,0,0,0,0,102.4,107.3,107.3,110.6,106.7,106.5,113,115.1,117,96.6,111.1,49.2,NA,NA,NA,53.2,NA,52,NA,51.3,45.4,NA,42.6,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,11571.2,11980.8
1990M07,4.8,4.7,4.4,0,0,0,0,0,0,0,0,0,101.7,102.4,107.3,107.3,110.6,106.7,106.5,113,115.1,91.8,116.6,46.6,NA,NA,NA,51.4,NA,46.7,NA,49.8,46.3,NA,39.6,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,10831.05,11705.67
1990M08,5.7,4.8,4.7,0,0,0,0,0,0,0,0,0,84.7,101.7,102.4,107.3,107.3,110.6,106.7,106.5,113,74.2,100.4,46.1,NA,NA,NA,53.1,NA,45.5,NA,47.9,43.1,NA,43,0,0,0.333,0,0,0,0,0,0,0,0,NA,0,0,0,9037.49,9571.1
1990M09,6.2,5.7,4.8,0,0,0,0,0,0,0,0,0,85.6,84.7,101.7,102.4,107.3,107.3,110.6,106.7,106.5,77.7,97.5,44.5,NA,NA,NA,70.2,NA,44.9,NA,45.5,41.3,NA,40.8,0,0,0.333,0,0,0,0,0,0,0,0,NA,0,0,0,9467.36,9116.4
1990M10,6.4,6.2,5.7,0,0,0,0,0,0,0,0,0,62.6,85.6,84.7,101.7,102.4,107.3,107.3,110.6,106.7,55.6,73.2,43.2,NA,NA,NA,73.4,NA,43.1,NA,43.6,40.2,NA,41.2,0,0,0.333,0,0,0,0,0,0,0,0,NA,0,0,0,6716.98,6679.42
1990M11,6.2,6.4,6.2,0,0,0,0,0,0,0,0,0,61.7,62.6,85.6,84.7,101.7,102.4,107.3,107.3,110.6,56.1,70.3,41.3,NA,NA,NA,64.2,NA,40.4,NA,42.1,36.2,NA,40.9,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,6620.41,6824.02
1990M12,6.3,6.2,6.4,0,0,0,0,0,0,0,0,0,61.2,61.7,62.6,85.6,84.7,101.7,102.4,107.3,107.3,59.8,63.3,40.8,NA,NA,NA,58.9,NA,38.5,NA,41.8,38.8,NA,39.6,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,6266.88,6566.76
1991M01,5.6,6.3,6.2,0,0,0,0,0,0,0,0,0,55.1,61.2,61.7,62.6,85.6,84.7,101.7,102.4,107.3,55.3,54.7,39.2,NA,NA,NA,51.6,NA,38.1,NA,38.9,37.3,NA,39.6,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,5603.67,5912.23
1991M02,5.3,5.6,6.3,0,0,0,0,0,0,0,0,0,59.4,55.1,61.2,61.7,62.6,85.6,84.7,101.7,102.4,63.6,53.1,39.4,NA,NA,NA,44.5,NA,39.2,NA,39.1,35.6,NA,39.9,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,5031.18,6082.56
1991M03,4.8,5.3,5.6,0,0,0,0,0,0,0,0,0,81.1,59.4,55.1,61.2,61.7,62.6,85.6,84.7,101.7,100.7,51.7,40.7,NA,NA,NA,41.2,NA,42.4,NA,41.2,33.6,NA,43.6,0,0,-1,0,0,0,0,0,0,0,0,NA,0,0,0,6942.16,8247.87
1991M04,4.8,4.8,5.3,0,0,0,0,0,0,0,0,0,79.4,81.1,59.4,55.1,61.2,61.7,62.6,85.6,84.7,99.7,48.9,42.8,NA,NA,NA,38.8,NA,46.1,NA,44.5,35.8,NA,39.6,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,4970.44,6725.18
1991M05,5,4.8,4.8,0,0,0,0,0,0,0,0,0,76.4,79.4,81.1,59.4,55.1,61.2,61.7,62.6,85.6,95.5,47.8,44.5,NA,NA,NA,38.2,NA,48.9,NA,46.9,37.4,NA,37.3,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,4713.88,6539.84
1991M06,4.7,5,4.8,0,0,0,0,0,0,0,0,0,78,76.4,79.4,81.1,59.4,55.1,61.2,61.7,62.6,100.9,43.7,50.3,NA,NA,NA,39.6,NA,58.4,NA,53.7,43,NA,37.1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,4773.6,4882.8
1991M07,4.4,4.7,5,0,0,0,0,0,0,0,0,0,77.7,78,76.4,79.4,81.1,59.4,55.1,61.2,61.7,100.3,43.8,50.6,NA,NA,NA,38.4,NA,55.6,NA,57.2,41.3,NA,39.1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,4281.27,4794.09
1991M08,3.8,4.4,4.7,0,0,0,0,0,0,0,0,0,76.1,77.7,78,76.4,79.4,81.1,59.4,55.1,61.2,96.8,45.1,52.9,NA,NA,NA,41.8,NA,60.1,NA,59.8,44,NA,39,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,4520.34,4657.32
1991M09,3.4,3.8,4.4,0,0,0,0,0,0,0,0,0,72.9,76.1,77.7,78,76.4,79.4,81.1,59.4,55.1,95.4,39.1,54.9,NA,NA,NA,45.5,NA,60.7,NA,61.2,47.3,NA,45.9,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,5912.19,4016.79
1991M10,2.8,3.4,3.8,0,0,0,0,0,0,0,0,0,60.1,72.9,76.1,77.7,78,76.4,79.4,81.1,59.4,79.5,31,53.1,NA,NA,NA,50,NA,58,NA,60.7,44.7,NA,40.5,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,4771.94,3569.94
1991M11,3.1,2.8,3.4,0,0,0,0,0,0,0,0,0,52.7,60.1,72.9,76.1,77.7,78,76.4,79.4,81.1,69.7,27.1,49.5,NA,NA,NA,47.6,NA,53.5,NA,52.1,43,NA,42.8,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,4026.28,4273.97
1991M12,3,3.1,2.8,0,0,0,0,0,0,0,0,0,52.5,52.7,60.1,72.9,76.1,77.7,78,76.4,79.4,72.6,22.5,46.8,NA,NA,NA,48.9,NA,49.5,NA,50.6,39.8,NA,38.8,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,4095,4168.5
1992M01,2.7,3,3.1,0,0,0,0,0,0,0,0,0,50.2,52.5,52.7,60.1,72.9,76.1,77.7,78,76.4,68.7,22.6,47.3,NA,NA,NA,45.4,NA,49.6,NA,50.4,40.6,NA,44.1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,3900.54,3835.28
1992M02,2.8,2.7,3,0,0,0,0,0,0,0,0,0,47.3,50.2,52.5,52.7,60.1,72.9,76.1,77.7,78,63.5,23,52.7,NA,NA,NA,45.9,NA,58.3,NA,58.7,43.9,NA,44,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,3599.53,3689.4
1992M03,3.2,2.8,2.7,0,0,0,0,0,0,0,0,0,56.5,47.3,50.2,52.5,52.7,60.1,72.9,76.1,77.7,76.7,26.2,54.6,NA,NA,NA,48.1,NA,63.3,NA,59.7,43.7,NA,44.3,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,4118.85,4390.05
1992M04,3.2,3.2,2.8,0,0,0,0,0,0,0,0,0,65.1,56.5,47.3,50.2,52.5,52.7,60.1,72.9,76.1,89.7,28,52.6,NA,NA,NA,51.1,NA,59.1,NA,57.8,45,NA,43.2,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,3912.51,4954.11
1992M05,3,3.2,3.2,0,0,0,0,0,0,0,0,0,71.9,65.1,56.5,47.3,50.2,52.5,52.7,60.1,72.9,96.9,34.4,55.7,NA,NA,NA,55,NA,60.9,NA,61.2,49.5,NA,47,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,3789.13,5241.51
1992M06,3,3,3.2,0,0,0,0,0,0,0,0,0,72.6,71.9,65.1,56.5,47.3,50.2,52.5,52.7,60.1,95.9,37.7,53.6,NA,NA,NA,53.9,NA,59.8,NA,57.6,46.6,NA,43.1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,3811.5,4363.26
1992M07,3.2,3,3,0,0,0,0,0,0,0,0,0,61.2,72.6,71.9,65.1,56.5,47.3,50.2,52.5,52.7,80.1,32.7,53.9,NA,NA,NA,56.2,NA,59.5,NA,57.4,45.5,NA,46.9,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,3072.24,3225.24
1992M08,3.1,3.2,3,0,0,0,0,0,0,0,0,0,59,61.2,72.6,71.9,65.1,56.5,47.3,50.2,52.5,78.3,30.1,53.4,NA,NA,NA,53.7,NA,58.8,NA,56.8,47.3,NA,45.8,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,2790.7,3097.5
1992M09,3,3.1,3.2,0,0,0,0,0,0,0,0,0,57.3,59,61.2,72.6,71.9,65.1,56.5,47.3,50.2,74.2,32,49.7,NA,NA,NA,51.6,NA,51.1,NA,53.9,45.1,NA,42.3,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,3237.45,2876.46
1992M10,3.3,3,3.1,0,0,0,0,0,0,0,0,0,54.6,57.3,59,61.2,72.6,71.9,65.1,56.5,47.3,70.7,30.5,50.3,NA,NA,NA,46.4,NA,53.8,NA,54.7,44.7,NA,42.4,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,3554.46,2582.58
1992M11,3.1,3.3,3,0,0,0,0,0,0,0,0,0,65.6,54.6,57.3,59,61.2,72.6,71.9,65.1,56.5,85.7,35.5,53.6,NA,NA,NA,42.1,NA,58.8,NA,58.6,47.1,NA,42.1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,4716.64,3706.4
1992M12,3,3.1,3.3,0,0,0,0,0,0,0,0,0,78.1,65.6,54.6,57.3,59,61.2,72.6,71.9,65.1,103.9,39.3,54.2,NA,NA,NA,48,NA,61,NA,57.9,45.9,NA,45,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,5670.06,5084.31
1993M01,3.3,3,3.1,0,0,0,0,0,0,0,0,0,76.7,78.1,65.6,54.6,57.3,59,61.2,72.6,71.9,98,44.8,55.8,NA,56.5,NA,49.8,NA,63,NA,61.5,46.9,NA,43.3,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,4694.04,5514.73
1993M02,3.2,3.3,3,0,0,0,0,0,0,0,0,0,68.5,76.7,78.1,65.6,54.6,57.3,59,61.2,72.6,84.7,44.1,55.2,NA,56,NA,53.9,NA,59.7,NA,63.5,47,NA,42.6,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,4041.5,4973.1
1993M03,3,3.2,3.3,0,0,0,0,0,0,0,0,0,63.2,68.5,76.7,78.1,65.6,54.6,57.3,59,61.2,77.3,42.1,53.5,NA,54.5,NA,53.6,NA,58.1,NA,56.7,47.1,NA,45.6,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,3621.36,3867.84
1993M04,3.2,3,3.2,0,0,0,0,0,0,0,0,0,67.6,63.2,68.5,76.7,78.1,65.6,54.6,57.3,59,81.1,47.2,50.2,NA,51,NA,54.6,NA,53,NA,51.6,44.8,NA,44.7,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,3690.96,3988.4
1993M05,3.2,3.2,3,0,0,0,0,0,0,0,0,0,61.9,67.6,63.2,68.5,76.7,78.1,65.6,54.6,57.3,73.1,45,51.2,NA,51.5,NA,50.4,NA,55.2,NA,55,43.6,NA,44.8,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,4060.64,3546.87
1993M06,3,3.2,3.2,0,0,0,0,0,0,0,0,0,58.6,61.9,67.6,63.2,68.5,76.7,78.1,65.6,54.6,69.6,42,49.6,NA,52,NA,50.6,NA,51.6,NA,53.1,43.2,NA,46.5,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,4576.66,3199.56
1993M07,2.8,3,3.2,0,0,0,0,0,0,0,0,0,59.2,58.6,61.9,67.6,63.2,68.5,76.7,78.1,65.6,66.8,47.8,50.2,NA,45,NA,51.4,NA,53.8,NA,52.7,43.6,NA,45.5,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,4540.64,3883.52
1993M08,2.8,2.8,3,0,0,0,0,0,0,0,0,0,59.3,59.2,58.6,61.9,67.6,63.2,68.5,76.7,78.1,66.8,48.1,50.7,NA,51,NA,52.3,NA,55.3,NA,53.9,41.9,NA,44.4,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,4062.05,4631.33
1993M09,2.8,2.8,2.8,0,0,0,0,0,0,0,0,0,63.8,59.3,59.2,58.6,61.9,67.6,63.2,68.5,76.7,72.8,50.2,50.8,NA,49,NA,49,NA,52.6,NA,55.2,44.5,NA,46.2,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,4032.16,4893.46
1993M10,2.8,2.8,2.8,0,0,0,0,0,0,0,0,0,60.5,63.8,59.3,59.2,58.6,61.9,67.6,63.2,68.5,66.7,51.2,53.4,NA,55.5,NA,50.9,NA,58.9,NA,56.1,46,NA,48.6,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,4089.8,4144.25
1993M11,2.7,2.8,2.8,0,0,0,0,0,0,0,0,0,71.9,60.5,63.8,59.3,59.2,58.6,61.9,67.6,63.2,80.3,59.2,53.8,NA,56.5,NA,52.7,NA,60.4,NA,57.5,45.5,NA,45.5,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,4450.61,4544.08
1993M12,2.8,2.7,2.8,0,0,0,0,0,0,0,0,0,79.8,71.9,60.5,63.8,59.3,59.2,58.6,61.9,67.6,91.8,61.8,55.6,NA,54.5,NA,53.1,NA,62.4,NA,61.7,47.1,NA,43.2,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,4676.28,5394.48
1994M01,2.5,2.8,2.7,0,0,0,0,0,0,0,0,0,82.6,79.8,71.9,60.5,63.8,59.3,59.2,58.6,61.9,92.6,67.6,56,NA,58,NA,58.9,NA,63.5,NA,59.7,47.5,NA,43.9,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,4889.92,5112.94
1994M02,2.5,2.5,2.8,0,0,0,0,0,0,0,0,0,79.9,82.6,79.8,71.9,60.5,63.8,59.3,59.2,58.6,84.4,73.1,56.5,NA,56.5,NA,63,NA,62.2,NA,60.2,48.7,NA,44.6,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,4738.07,4682.14
1994M03,2.7,2.5,2.5,0,0,0,0,0,0,0,0,0,86.7,79.9,82.6,79.8,71.9,60.5,63.8,59.3,59.2,92.6,77.9,56.9,NA,56.5,NA,62.9,NA,62.8,NA,63.4,48.2,NA,43,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,5531.46,5132.64
1994M04,2.4,2.7,2.5,0,0,0,0,0,0,0,0,0,92.1,86.7,79.9,82.6,79.8,71.9,60.5,63.8,59.3,95.4,87.1,57.4,NA,61.5,NA,63.5,NA,62.7,NA,61.4,50.1,NA,45.9,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,5572.05,5461.53
1994M05,2.3,2.4,2.7,0,0,0,0,0,0,0,0,0,88.9,92.1,86.7,79.9,82.6,79.8,71.9,60.5,63.8,93.6,81.9,58.2,NA,61.5,NA,67.8,NA,61.6,NA,62.7,51.4,NA,47.6,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,6391.91,5671.82
1994M06,2.5,2.3,2.4,0,0,0,0,0,0,0,0,0,92.5,88.9,92.1,86.7,79.9,82.6,79.8,71.9,60.5,94.6,89.4,58.8,NA,60,NA,69.7,NA,65,NA,62,49.5,NA,48.3,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,7381.5,5596.25
1994M07,2.7,2.5,2.3,0,0,0,0,0,0,0,0,0,91.3,92.5,88.9,92.1,86.7,79.9,82.6,79.8,71.9,91.9,90.5,58.5,NA,59.5,NA,71.6,NA,64.2,NA,62.3,52.3,NA,45.1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,7541.38,6564.47
1994M08,2.9,2.7,2.5,0,0,0,0,0,0,0,0,0,90.4,91.3,92.5,88.9,92.1,86.7,79.9,82.6,79.8,89.4,91.7,58,NA,60.5,NA,75.2,NA,63,NA,60.2,51.4,NA,44.9,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,7222.96,7213.92
1994M09,3,2.9,2.7,0,0,0,0,0,0,0,0,0,89.5,90.4,91.3,92.5,88.9,92.1,86.7,79.9,82.6,89.5,89.5,59,NA,60.5,NA,80.3,NA,62.7,NA,62.8,52.5,NA,46.1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,7759.65,7392.7
1994M10,2.6,3,2.9,0,0,0,0,0,0,0,0,0,89.1,89.5,90.4,91.3,92.5,88.9,92.1,86.7,79.9,87.9,90.9,59.4,NA,60.5,NA,84.1,NA,63,NA,63.3,51.1,NA,47.6,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,8206.11,7119.09
1994M11,2.6,2.6,3,0,0,0,0,0,0,0,0,0,100.4,89.1,89.5,90.4,91.3,92.5,88.9,92.1,86.7,97.5,104.8,59.2,NA,58,NA,84.5,NA,61.5,NA,63.9,51.6,NA,47.3,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,8925.56,8704.68
1994M12,2.6,2.6,2.6,0,0,0,0,0,0,0,0,0,103.4,100.4,89.1,89.5,90.4,91.3,92.5,88.9,92.1,98.1,111.4,56.1,NA,53.5,NA,87.1,NA,58.9,NA,59.5,46.7,NA,45,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,9564.5,9523.14
1995M01,2.9,2.6,2.6,0,0,0,0,0,0,0,0,0,101.4,103.4,100.4,89.1,89.5,90.4,91.3,92.5,88.9,94.8,111.3,57.4,NA,54,NA,86,NA,59.7,NA,60.9,51.9,NA,45.2,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,9257.82,9014.46
1995M02,2.9,2.9,2.6,0,0,0,0,0,0,0,0,0,99.4,101.4,103.4,100.4,89.1,89.5,90.4,91.3,92.5,90.8,112.2,55.1,NA,55,NA,81.7,NA,56.6,NA,57.4,50,NA,47,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,8985.76,9194.5
1995M03,2.8,2.9,2.9,0,0,0,0,0,0,0,0,0,100.2,99.4,101.4,103.4,100.4,89.1,89.5,90.4,91.3,90.1,115.3,52.1,NA,51,NA,78.9,NA,51.9,NA,54.8,48.1,NA,47,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,8967.9,9148.26
1995M04,3.1,2.8,2.9,0,0,0,0,0,0,0,0,0,104.6,100.2,99.4,101.4,103.4,100.4,89.1,89.5,90.4,97,116.2,51.5,NA,47.5,NA,74.5,NA,52.2,NA,54.1,47.4,NA,44.2,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,9319.86,9455.84
1995M05,3.1,3.1,2.8,0,0,0,0,0,0,0,0,0,102,104.6,100.2,99.4,101.4,103.4,100.4,89.1,89.5,93.1,115.4,46.7,NA,42,NA,70.5,NA,44,NA,49.9,43.7,NA,43.3,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,10240.8,9129
1995M06,3,3.1,3.1,0,0,0,0,0,0,0,0,0,94.6,102,104.6,100.2,99.4,101.4,103.4,100.4,89.1,84.5,109.7,45.9,NA,36,NA,64.7,NA,43.5,NA,46.1,46.5,NA,43,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,9781.64,8428.86
1995M07,2.8,3,3.1,0,0,0,0,0,0,0,0,0,101.4,94.6,102,104.6,100.2,99.4,101.4,103.4,100.4,89.1,119.9,50.7,NA,41.5,NA,58.6,NA,52.7,NA,51.6,48.1,NA,46.5,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,10281.96,10180.56
1995M08,2.6,2.8,3,0,0,0,0,0,0,0,0,0,102.4,101.4,94.6,102,104.6,100.2,99.4,101.4,103.4,94.7,113.9,47.1,NA,40.5,NA,48.5,NA,46.5,NA,49.1,45,NA,45.5,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,10178.56,10588.16
1995M09,2.5,2.6,2.8,0,0,0,0,0,0,0,0,0,97.3,102.4,101.4,94.6,102,104.6,100.2,99.4,101.4,88.8,110,48.1,NA,43.5,NA,48.8,NA,49.4,NA,50.5,45.5,NA,40.3,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,9749.46,9866.22
1995M10,2.7,2.5,2.6,0,0,0,0,0,0,0,0,0,96.3,97.3,102.4,101.4,94.6,102,104.6,100.2,99.4,89.9,105.9,46.7,NA,40.5,NA,46.5,NA,47.5,NA,47,45.9,NA,42.2,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,10072.98,9572.22
1995M11,2.6,2.7,2.5,0,0,0,0,0,0,0,0,0,101.6,96.3,97.3,102.4,101.4,94.6,102,104.6,100.2,92.5,115.3,45.9,NA,41.5,NA,44.5,NA,48.6,NA,45,44.5,NA,43.3,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,10363.2,10180.32
1995M12,2.5,2.6,2.7,0,0,0,0,0,0,0,0,0,99.2,101.6,96.3,97.3,102.4,101.4,94.6,102,104.6,92.3,109.5,46.2,NA,42,NA,40.3,NA,45.9,NA,46.9,46.2,NA,43.1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,9384.32,10376.32
1996M01,2.8,2.5,2.6,0,0,0,0,0,0,0,0,0,88.4,99.2,101.6,96.3,97.3,102.4,101.4,94.6,102,79.9,101.1,45.5,NA,41.5,NA,40.3,NA,44.1,NA,45.6,45.3,NA,46.6,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,8963.76,9016.8
